Table No.19 (C),,,,,,,,
"STATEMENT ON REMITTANCE-WISE FDI EQUITY INFLOWS RECEIVED UNDER RBI’s AUTOMATIC ROUTE DURING MAY, 2015",,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
772,CLYP VIDEO PRIVATE LIMITED,Switzerland,M.ANTOINE LAKAH,BANGALORE,Motion picture distribution,0.11,0.00,
773,CLYP VIDEO PRIVATE LIMITED,Switzerland,ROBERTO CHAPUIS,BANGALORE,Motion picture distribution,1.90,0.03,
774,CLYP VIDEO PRIVATE LIMITED,Switzerland,SALVATORE RINDONE,BANGALORE,Motion picture distribution,0.63,0.01,
775,CLYP VIDEO PRIVATE LIMITED,Switzerland,YVES LANDRY,BANGALORE,Motion picture distribution,2.21,0.03,
776,JHY TECHSERVE PRIVATE LIMITED,Taiwan,JHY GLOBAL LIMITED,BANGALORE,Manufacture of filtering and purifying machinery or apparatus for liquids and gases,77.22,1.21,
777,M/S. HYLASCO BIO TECHNOLOY INDIA PVT LTD,Taiwan,Rainbow Crest Ltd,HYDERABAD,"Raising and breeding of chickens and capons, ducks, geese, turkeys and guinea fowls chickens and capons,",13.39,0.21,
778,M/S. HYLASCO BIO TECHNOLOY INDIA PVT LTD,Taiwan,"Rainbow Crest Ltd, Taiwan",HYDERABAD,"Raising and breeding of chickens and capons, ducks, geese, turkeys and guinea fowls chickens and capons,",9.32,0.15,
779,SAV CHEMICALS PVT LTD,Taiwan,CHEN YIN HSIEN,MUMBAI,Manufacture of organic and inorganic chemical compounds n.e.c.,0.31,0.00,
780,SAV CHEMICALS PVT LTD,Taiwan,CHEN YIN HSIEN,MUMBAI,Manufacture of organic and inorganic chemical compounds n.e.c.,3.41,0.05,
781,SAV CHEMICALS PVT LTD,Taiwan,CHEN YIN HSIEN,MUMBAI,Manufacture of organic and inorganic chemical compounds n.e.c.,3.75,0.06,
782,AHS HOSPITALITY INDIA PVT. LTD.,Thailand,Absolute Hotel Services Hongkong Ltd,MUMBAI,"Hotels and Motels, inns, resorts providing short term lodging",2.14,0.03,
,,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
,,,,,facilities includes accommodation in house,,,
783,EAST WEST SEEDS INDIA PVT LTD,Thailand,East West Seed International Ltd.,MUMBAI,Growing of vegetable seeds (except beet seed),22.63,0.35,
784,A S CAR AUDIO PVT. LTD.,Thailand,SIRAPOP HOKIERTI,BANGALORE,Sale of motor vehicle parts and accessories,9.94,0.16,
785,TORAY KUSUMGAR ADVANCED TEXTILE PRIVATE,Thailand,LUCKYTEX (THAILAND)PUBLIC COMPANY LIMITE,AHMEDABAD,Manufacture of synthetic or artificial filament tow,30.62,0.48,
786,SRITHAI SUPERWARE MANUFACTURING PRIVATE,Thailand,SRITHAI SUPERWARE PUBLIC CO. LTD.,AHMEDABAD,"Manufacture of tableware, kitchenware and other household articles and toilet articles of plastic, including",100.00,1.57,
787,EKSOY CHEMICALS INDIA PRIVATE LIMITED,Turkey,ESKOY KIMYA SANAYI VE TACARET ANONIUM SI,AHMEDABAD,"Manufacture of chemical products or preparations of a kind used in the textiles, paper, leather and like",7.38,0.12,
788,FERNAS CONSTRUCTION INDIA PVT LTD,Turkey,Fernas Insaat AS,NEW DELHI,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways,","1,692.92",26.53,
789,DADMAE INTERNATIONAL IMPEX PVT LTD,Turkey,"Murat Celebi, Turkey",HYDERABAD,"Wholesale of construction materials (sand, gravel etc.)",0.10,0.00,
790,GLOBAL AEROTECH INDIA PVT LTD,UAE,AeroTech FZE,HYDERABAD,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture,",9.25,0.14,
791,VSM TECHNOLOGIES PRIVATE LIMITED,UAE,GLOBAL DISTRIBUTION FZE,NEW DELHI,Other information technology and computer service activities n.e.c,78.00,1.22,
792,M/S MANCHUKONDA AGROTECH PRIVATE LIMITED,UAE,Manjusree General Trading LLC,HYDERABAD,Rice milling,24.55,0.38,
793,PRAZISION ENGICOMPO PVT LTD,UAE,MARINE POWER INTL FZC,MUMBAI,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",9.63,0.15,
794,HELIGO CHARTERS PRIVATE LTD,UAE,NAYAN ARUN JAGJIVAN,MUMBAI,Helicopter services,50.00,0.78,
795,CAE SIMULATION TRAINING PVT LTD,UAE,CAE Middle East Holdings Limited,NEW DELHI,Other educational services n.e.c.,57.00,0.89,
796,101 DIGITAL SERVICES INDIA PVT LTD,UAE,MOBY MEDIA FZ LLC,MUMBAI,Video production,9.30,0.15,
797,COCOONA CENTRE OF AESTHETIC TRANSFORMATI,UAE,COCOONA DAY SURGICAL CENTER,MUMBAI,Medical practice activities,1.00,0.02,
798,COCOONA CENTRE OF AESTHETIC TRANSFORMATI,UAE,COCOONA DAY SURGICAL CENTER,MUMBAI,Medical practice activities,0.93,0.01,
799,"BONTON TOURS PVT LTD (Now
Bonton Holiday",UAE,Avinash Sharma,MUMBAI,Activities of travel agents and tour operators,31.38,0.49,
800,GULF ISPAT LTD,UAE,GULF PETROCHEM FZC,NEW DELHI,Manufacture of other basic iron and steel n.e.c,105.11,1.65,
801,BODHI BRANDSPRIVATE LIMITED,UAE,Manish Sainani,MUMBAI,"Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals",1.50,0.02,
802,COCOONA CENTRE OF AESTHETIC TRANSFORMATI,UAE,COCOONA DAY SURGICAL CENTER LLC,MUMBAI,Medical practice activities,0.42,0.01,
803,COCOONA CENTRE OF AESTHETIC TRANSFORMATI,UAE,COCOONA DAY SURGICAL CENTER LLC,MUMBAI,Medical practice activities,0.11,0.00,
804,AWFI REAL ESTATE PVT LTD,UAE,MOHAMED AMIRUDDIN AJMAL,MUMBAI,Real estate activities with own or leased property,30.00,0.47,
805,AWFI REAL ESTATE PVT LTD,UAE,MOHAMED FAKHRUDDIN AJMAL,MUMBAI,Real estate activities with own or leased property,30.00,0.47,
806,COZMO TRAVEL PVT LTD,UAE,Cozmo Travel LLC,MUMBAI,Travel agency activities,49.90,0.78,
807,OSS AIR MANAGEMENT P LTD,UAE,NAYAN ARUN JAGJIVAN,MUMBAI,Helicopter services,19.75,0.31,
808,UTTAM GALVA METALLICS LTD,UAE,LIBERTY FE TRADE DMCC,NEW DELHI,"Manufacture of pig iron and spiegeleisen in pigs, blocks or other primary forms",121.99,1.91,
809,UTTAM GALVA METALLICS LTD,UAE,SANJEEV GUPTA,NEW DELHI,"Manufacture of pig iron and spiegeleisen in pigs, blocks or other primary forms",30.00,0.47,
810,M/S USHA SHRIRAM ENTERPRISES PVT LTD,UAE,NEELESHWAR BHATNAGAR,NEW DELHI,"Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances,",20.00,0.31,
811,M/S USHA SHRIRAM ENTERPRISES PVT LTD,UAE,NEELESHWAR BHATNAGAR,NEW DELHI,"Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances,",20.00,0.31,
812,ANI TECHNOLOGIES PVT LTD,UAE,Rahul Mehta,MUMBAI,Other information technology and computer service activities n.e.c,46.03,0.72,
813,FRAGRANT NATURE RETREAT & RESORT PVT. LT,UAE,PEZHUVILA KOCHUMMAN SAJEEV,KOCHI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",1.60,0.03,
814,COCOONA CENTRE OF AESTHETIC TRANSFORMATI,UAE,COCOONA DAY SURGICAL CENTER LLC,MUMBAI,Medical practice activities,1.20,0.02,
815,COCOONA CENTRE OF AESTHETIC TRANSFORMATI,UAE,COCOONA AESTHETIC TRANSFORMATION CENTRE,MUMBAI,Medical practice activities,3.00,0.05,
816,COCOONA CENTRE OF AESTHETIC TRANSFORMATI,UAE,COCOONA DAY SURGICAL CENTER,MUMBAI,Medical practice activities,2.15,0.03,
817,COCOONA CENTRE OF AESTHETIC TRANSFORMATI,UAE,COCOONA DAY SURGICAL CENTER,MUMBAI,Medical practice activities,0.98,0.02,
818,"BONTON TOURS PVT LTD (Now
Bonton Holiday",UAE,PIYUSH PAREKH AVINASH SHARMA,MUMBAI,Activities of travel agents and tour operators,31.23,0.49,
819,KEJRIWAL GEOTECH PRIVATE LIMITED,UAE,SUNRISE INTERNATIONAL FZC,AHMEDABAD,"Manufacture of synthetic or artificial filament yarn, tenacity yarn whether or not textured including",98.88,1.55,
820,KEJRIWAL GEOTECH PRIVATE LIMITED,UAE,SUNRISE INTERNATIONAL FZC,AHMEDABAD,"Manufacture of synthetic or artificial filament yarn, tenacity yarn whether or not textured including",101.13,1.59,
821,KEJRIWAL GEOTECH PRIVATE LIMITED,UAE,SUNRISE INTERNATIONAL FZC,AHMEDABAD,"Manufacture of synthetic or artificial filament yarn, tenacity yarn whether or not textured including",99.48,1.56,
822,MAHENDRAN HOLDINGS PVT LTD,UAE,Goodlife Services FZE,MUMBAI,Management consultancy activities,47.88,0.75,
823,DHAMMANAGI DEVELOPERS PRIVATE LIMITED,UAE,PRABHAT DUNDAPPA AMASHI,BANGALORE,Construction of buildings carried out on own-account basis or on a fee or contract basis,179.67,2.82,
824,SX SPORTS PRIVATE LIMITED,UAE,D & A HOLDINGS FZE,BANGALORE,Manufacture of sports goods,18.40,0.29,
825,SX SPORTS PRIVATE LIMITED,UAE,D & A HOLDINGS FZE,BANGALORE,Manufacture of sports goods,7.24,0.11,
826,SX SPORTS PRIVATE LIMITED,UAE,D & A HOLDINGS FZE,BANGALORE,Manufacture of sports goods,21.28,0.33,
,,,,,,,,
,,,,,,,,
,,,,,,,,
858,MONTGOMERY INDIA PVT LTD,United Kingdom,MONTGOMERY INTERNATIONAL LTD,NEW DELHI,Other business support service activities n.e.c.,0.10,0.00,
859,ESSENTIAL ENERGY (OPERATIONS) INDIA PVT,United Kingdom,INTELLIGENT ENERGY (HOLDINGS) PLC,BANGALORE,Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or,0.00,0.00,
860,CERANA IMPORTS PRIVATE LIMITED,United Kingdom,Manish Jain,NEW DELHI,Wholesale of intoxicants like wines and liquors,0.63,0.01,
861,CAMBRIDGE ENERGY RESOURCES PVT LTD,United Kingdom,CAMBRIDGE CLEAN ENERGY LTD,NEW DELHI,Electric power generation by hydroelectric power plants,61.50,0.96,
862,M/S MULBRICK SOLAR PVT LIMITED,United Kingdom,MulBrick Ltd,HYDERABAD,Electric power generation using solar energy,0.31,0.00,
863,TREK KIT INDIA PRIVATE LIMITED,United Kingdom,Mark Trepte,CHANDIGARH`,"Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances,",0.03,0.00,
864,ART RECOVERY INDIA PRIVATE LIMITED,United Kingdom,Art Recovery Group PLC,NEW DELHI,Activities of restoring of works of art such as paintings etc.,0.99,0.02,
865,ART RECOVERY INDIA PRIVATE LIMITED,United Kingdom,Art Claim Limited,NEW DELHI,Activities of restoring of works of art such as paintings etc.,0.01,0.00,
866,MONTGOMERY INDIA PVT LTD,United Kingdom,montgomery india ltd,NEW DELHI,Other business support service activities n.e.c.,5.16,0.08,
867,"VANILLA CHILDREN PLACE PVT., LTD.,",United Kingdom,PERAYYA SASTRY KARRA,CHENNAI,Sports and recreation education,2.58,0.04,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
827,SX SPORTS PRIVATE LIMITED,UAE,D & A HOLDINGS FZE,BANGALORE,Manufacture of sports goods,12.14,0.19,
828,AF HOLDINGS PVT. LTD.,UAE,NANDKISHOR SUGNOMAL ADNANI,AHMEDABAD,"Manufacture of leather footwear such as shoes, sandals, chappals, leathercum rubber/plastic cloth sandles",4.40,0.07,
829,AF HOLDINGS PVT. LTD.,UAE,MURLIDHAR SUGNOMAL ADNANI,AHMEDABAD,"Manufacture of leather footwear such as shoes, sandals, chappals, leathercum rubber/plastic cloth sandles",4.40,0.07,
830,AF HOLDINGS PVT. LTD.,UAE,NANDKISHOR SUGNOMAL ADNANI,AHMEDABAD,"Manufacture of leather footwear such as shoes, sandals, chappals, leathercum rubber/plastic cloth sandles",4.00,0.06,
831,AF HOLDINGS PVT. LTD.,UAE,NANDKISHOR SUGNOMAL ADNANI,AHMEDABAD,"Manufacture of leather footwear such as shoes, sandals, chappals, leathercum rubber/plastic cloth sandles",1.00,0.02,
832,UNICORN VALVES PVT LTD,UAE,WAEL AL SHIHABI,CHENNAI,"Manufacture of other pumps, compressors, taps and valves etc.",5.93,0.09,
833,M/S USHA SHRIRAM ENTERPRISES PVT LTD,UAE,NEELESHWAR BHATNAGAR,NEW DELHI,"Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances,",20.00,0.31,
834,MARA ISON TECHNOLOGIES PRIVATE LIMITED,UAE,MARA ISON TECHNOLOGIES FZ-LLC,NEW DELHI,Computer consultancy and computer facilities management activities,5.85,0.09,
835,AF HOLDINGS PVT. LTD.,UAE,MURLIDHAR SUGNOMAL ADNANI,AHMEDABAD,"Manufacture of leather footwear such as shoes, sandals, chappals, leathercum rubber/plastic cloth sandles",4.00,0.06,
836,AF HOLDINGS PVT. LTD.,UAE,MURLIDHAR SUGNOMAL ADNANI,AHMEDABAD,"Manufacture of leather footwear such as shoes, sandals, chappals, leathercum rubber/plastic cloth sandles",1.00,0.02,
837,AF HOLDINGS PVT. LTD.,UAE,MURLIDHAR SUGNOMAL ADNANI,AHMEDABAD,"Manufacture of leather footwear such as shoes, sandals, chappals, leathercum rubber/plastic cloth sandles",4.00,0.06,
838,AF HOLDINGS PVT. LTD.,UAE,NANDKISHOR SUGNOMAL ADNANI,AHMEDABAD,"Manufacture of leather footwear such as shoes, sandals, chappals, leathercum rubber/plastic cloth sandles",4.00,0.06,
839,AARB CUISINES PVT LTD,UAE,Hope Well General Trading LLC,CHENNAI,Restaurants without bars,2.47,0.04,
840,PRIME COLD STORES PRIVATE LTD,UAE,AL FANAR AC UNITS ASSEMBLING LLC,CHENNAI,Warehousing of refrigerated (cold storage),30.00,0.47,
841,PRIME COLD STORES PRIVATE LTD,UAE,RAVI DUBE,CHENNAI,Warehousing of refrigerated (cold storage),6.94,0.11,
842,M/S USHA SHRIRAM ENTERPRISES PVT LTD,UAE,NEELESHWAR BHATNAGAR,NEW DELHI,"Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances,",20.00,0.31,
843,M/S USHA SHRIRAM ENTERPRISES PVT LTD,UAE,Neeleshwar Bhatnagar,NEW DELHI,"Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances,",20.00,0.31,
844,GULF PETROCHEM ENERGY PVT LTD,UAE,Gulf Petrochem FZC,NEW DELHI,"Wholesale of solid, liquid and gaseous fuels and related products",136.98,2.15,
845,PILKINGTON GLASS INDIA P. LTD,United Kingdom,PilKington United Kingdom Ltd.,NEW DELHI,"Wholesale of hardware and sanitary fittings and fixtures and flat glass including tools such as hammers,",12.88,0.20,
846,APT DRIVES SOLUTIONS PVT LTD,United Kingdom,DAVID DOUGLAS WALLACE,CHENNAI,"Manufacture of diverse parts and accessories for motor vehecles sucs as brakes, gearboxes, axles, road",1.23,0.02,
847,HARNESS EDUCATION AND LEARNING TECHNOLOG,United Kingdom,HARNESS HANDITOUCH UK PRIVATE LTD,CHENNAI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",0.10,0.00,
848,DAVIS RESORTS PVT. LTD.,United Kingdom,STEVEN DOUGLAS STANLEY DAVIS,PANAJI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",1.45,0.02,
849,DRIFTWOOD HOLIDAYS PVT. LTD.,United Kingdom,GILES KNAPTON,PANAJI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",0.02,0.00,
850,DRIFTWOOD HOLIDAYS PVT. LTD.,United Kingdom,NEIL KNAPTON,PANAJI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",0.02,0.00,
851,PARITOSH RESIDENCY PVT. LTD.,United Kingdom,CORAMANDEL PROPERTIES LTD,AHMEDABAD,Other construction projects n.e.c.,2.75,0.04,
852,RIVERSIDE RESORTS & HOLIDAY HOMES PVT. L,United Kingdom,ANUP MANILAL SHAH,PANAJI,"Hotels and Motels, inns, resorts providing short term lodging facilities includes accommodation in house",78.51,1.23,
853,ESMES PANTRY PVT. LTD,United Kingdom,CAROL ANN PURDIE,PANAJI,Retail sale of other food products n.e.c.,0.48,0.01,
854,HOLISTIC SCHOOLS INTERNATIONAL PVT LTD,United Kingdom,ANTONY SHENTON,PANAJI,Other educational services n.e.c.,0.49,0.01,
855,TREK KIT INDIA PRIVATE LIMITED,United Kingdom,Paul Norman,CHANDIGARH`,"Wholesale of other households goods, n.e.c. [Includes wholesale of household equipment and appliances,",0.03,0.00,
856,GOWAN INDIA PRIVATE LIMITED,United Kingdom,CROP DEMETRA LTD,NEW DELHI,Manufacture of other agrochemical products n.e.c.,0.04,0.00,
857,ALPHA HEALTH SCIENCES PVT LTD,United Kingdom,C&C Alpha Group Limited,NEW DELHI,Medical practice activities,6.91,0.11,
,,,,,,,,
,,,,,,,,
Sl. No,Name of Indian Company,Country,Name of Foreign Collaborator,RBI Regional Office,Item of Manufacture,Amount of FDI Inflows,,
,,,,,,(In Rs million),(In US$ million),
868,GAJAM INDIA PVT LTD,United Kingdom,GAJAM GROUP LTD,NEW DELHI,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live",5.51,0.09,
869,GAJAM INDIA PVT LTD,United Kingdom,GAJAM GROUP LTD,NEW DELHI,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live",12.61,0.20,
870,ABIL AGRI SPACE PVT LTD,United Kingdom,CHRISTPHAR J BENT,AHMEDABAD,"Manufacture of insecticides, rodenticides, fungicides, herbicides",4.14,0.06,
871,JINDAL FITTINGS LIMITED,United Kingdom,SIGMA COMMERCIAL PRODUCTS LTD,NEW DELHI,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel",6.16,0.10,
872,JOHN LAING INFRASTRUCTURE MANAGEMENT SER,United Kingdom,JOHN LAING INVESTMENT LIMITED,NEW DELHI,Architectural and engineering activities and related technical consultancy,5.00,0.08,
873,JOHN LAING INFRASTRUCTURE MANAGEMENT SER,United Kingdom,JOHN LAING INVESTMENTS LIMITED,NEW DELHI,Architectural and engineering activities and related technical consultancy,6.00,0.09,
874,TECH MAHINDRA LTD (MAHINDRA BRITISH TELE,United Kingdom,RAJESH E P,MUMBAI,Computer consultancy and computer facilities management activities,0.44,0.01,
875,TECH MAHINDRA LTD (MAHINDRA BRITISH TELE,United Kingdom,RAJESH E P,MUMBAI,Computer consultancy and computer facilities management activities,0.01,0.00,
876,LIVINGSTON INDIA PRIVATE LIMITED,United Kingdom,Livingston Limited,NEW DELHI,"Renting and operational leasing, without operator, of other machinery and equipment that are generally",0.82,0.01,
877,WINSOFT DIGITAL MEDIA PVT. LTD.,United Kingdom,SHINTO JOSEPH MATHEW,KOCHI,"Operation of other websites that act as portals to the Internet, such as media sites providing periodically",1.83,0.03,
878,GAJAM INDIA PVT LTD,United Kingdom,Gajam Group Limited,NEW DELHI,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live",4.51,0.07,
879,RENAAISSANCE POWER PRODUCTS PRIVATE LIMI,United Kingdom,DAVID DOUGLAS WALLACE,CHENNAI,"Manufacture of power generators (except battery charging alternators for internal combustion engines),",1.23,0.02,
880,M/S TINTOMETER INDIA PVT LTD,United Kingdom,The Tintometer Limited,NEW DELHI,Manufacture of physical properties testing and inspection equipment,9.17,0.14,
881,MSD WELLCOME TRUST HILLEMAN LABORATORIES,United Kingdom,The Wellcome TST,NEW DELHI,Research and experimental development on social sciences and humanities,80.00,1.25,
882,SPA- EBORN CONSULTING PRIVATE LIMITED,United Kingdom,SPA ENTERPRISE SERVICES LTD,MUMBAI,Computer consultancy and computer facilities management activities,0.05,0.00,
883,AFFLE (INDIA) PVT LTD,United Kingdom,Affle Limited,MUMBAI,Advertising,24.98,0.39,
884,GAJAM INDIA PVT LTD,United Kingdom,GAJAM GROUP LIMITED,NEW DELHI,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live",6.37,0.10,
885,UNDERGROUND SUPPLIES AND SERVICES PRIVAT,United Kingdom,"WE RAWSON LIMITED, U.K.",NEW DELHI,Manufacture of physical properties testing and inspection equipment,7.45,0.12,
886,LIVINGSTON INDIA PRIVATE LIMITED,United Kingdom,Livingston,NEW DELHI,"Renting and operational leasing, without operator, of other machinery and equipment that are generally",5.34,0.08,
887,SOLERA NETWORKS INDIA PVT LTD,United Kingdom,SOLERA NETWORKS  LTD,MUMBAI,"Writing , modifying, testing of computer program to meet the needs of a particular client excluding web-page",0.00,0.00,
888,GEFCO INDIA PVT LTD,United Kingdom,GEFCO UK LTD,MUMBAI,Motorised road freight transport,0.00,0.00,
889,TECH MAHINDRA LTD (MAHINDRA BRITISH TELE,United Kingdom,RAJESH ETHAKUR PLAKOTE,MUMBAI,Computer consultancy and computer facilities management activities,0.65,0.01,
890,ENDOLITE INDIA LIMITED,United Kingdom,CHAS A BLATCHFORD & SONS LIMITED,NEW DELHI,Manufacture of orthopedic and prosthetic devices,2.03,0.03,
891,NDTV LIFESTYLE LTD,United Kingdom,NDTV Networks Plc,NEW DELHI,Radio broadcasting,25.78,0.40,
892,NDTV LIFESTYLE LTD,United Kingdom,NDTV Networks Plc,NEW DELHI,Radio broadcasting,29.33,0.46,
893,TECH MAHINDRA LTD (MAHINDRA BRITISH TELE,United Kingdom,KRISHNA KISHORE GALI,MUMBAI,Computer consultancy and computer facilities management activities,0.23,0.00,
894,TECH MAHINDRA LTD (MAHINDRA BRITISH TELE,United Kingdom,SENTHIL KUMAR NARAYANAN,MUMBAI,Computer consultancy and computer facilities management activities,0.19,0.00,
895,TECH MAHINDRA LTD (MAHINDRA BRITISH TELE,United Kingdom,RONALD MANUEL FERNANDES,MUMBAI,Computer consultancy and computer facilities management activities,0.46,0.01,
