"Table No. 19 (c)
STATEMENT ON REMITTANCE-WISE DETAILS OF FDI EQUITY INFLOW UNDER RBI’s AUTOMATIC ROUTE
RECEIVED DURING APRIL 2022 TO JUNE 2022",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
"230
5",Troyer Hydro Private Limited,DELHI,South Delhi,"Wholesale of electrical machinery, equipment
and supplies, n.e.c.",TROYER AG,Italy,"32,88,200.0000",42116.13,"Received in the
company"
"230
6",EDUMENT CONSULTANCY,MAHARASHTR A,Mumbai,EDUCATIONAL SUPPORT SERVICES,RIDIK TECHNOLOGY PTE. LTD.,Singapore,"32,42,316.0000",41934.1096,Received in the
,,,,,,,,,
,PRIVATE LIMITED,,,,,,,,company
"230
7",ELEPHANT ENERGY PRIVATE LIMITED,DELHI,Central Delhi,Treatment and disposal of non-hazardous waste,James Newman,Australia,"32,65,090.0000",41820.131,Received in the company
"230
8",Balaji Acqa and Agro Products Private Limited,ANDHRA PRADESH,Krishna,"Other freshwater aquaculture activities , n.e.c",AJAY VEERAGANDHAM,U.S.A,"32,64,184.0000",41808.5267,Received in the company
"230
9",AGSC TECHNOLOGIES PRIVATE LIMITED,MAHARASHTR A,Mumbai,Other human health activities n.e.c. (including independent ambulance activities),M VENTURE PARTNERS PTE LTD,Singapore,"32,40,000.0000",41498.7717,Received in the company
"231
0","Lalstreetagri Tech and Software
Services Private Limited",TAMIL NADU,Tiruvallur,Retail sale of other food products n.e.c.,Shanthi Gopalakrishnan,U.S.A,"31,49,000.0000",41342.9297,Received in the company
"231
1",HUVIAIR TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,SOSV IV LLC,U.S.A,"31,39,488.2400",41218.0507,Received in the company
"231
2",OKTOBER6 INSIGHT PRIVATE LIMITED,MAHARASHTR A,Mumbai,"Other professional, scientific and technical activities n.e.c.",Oktober6 Ltd.,United Kingdom,"31,80,000.0000",41128.153,Received in the company
"231
3",EDUMENT CONSULTANCY PRIVATE LIMITED,MAHARASHTR A,Mumbai,EDUCATIONAL SUPPORT SERVICES,RIDIK TECHNOLOGY PTE. LTD.,Singapore,"31,95,731.0000",40931.7627,Received in the company
"231
4",Apohan Corporate Consultants Private Limited,MAHARASHTR A,Pune,Management consultancy activities,PRASHANT R PATEL,U.S.A,"30,87,243.0000",40532.1277,Received in the company
"231
5",INDRU METALS PRIVATE LIMITED,GUJARAT,SAYKA DISTT BHARUCH,"Manufacture of Copper from ore, and other copper products and alloys",RUSTEM KARASHAYSKIY,Russia,"30,78,080.0000",40411.8276,GREENFIELD
"231
6",Joyville Shapoorji Housing Private Limited,MAHARASHTR A,Mumbai,"Construction of buildings carried out on own-account basis or on a fee or contract
basis",Asian Development Bank,Philippines,"31,49,985.0000",40345.8359,Received in the company
231,Joyville Shapoorji,MAHARASHTR,Mumbai,Construction of,International Finance,U.S.A,"31,49,985.0000",40345.8359,Received in
,,,,,,,,,
7,Housing Private Limited,A,,buildings carried out on own-account basis or on a fee or contract basis,Corporation,,,,the company
"231
8","Balaji Acqa and Agro Products Private
Limited",ANDHRA PRADESH,Krishna,"Other freshwater aquaculture activities ,
n.e.c",VENKATRAO KAMANI,U.S.A,"31,18,083.0000",39937.2267,"Received in the
company"
"231
9",Apohan Corporate Consultants Private Limited,MAHARASHTR A,Pune,Management consultancy activities,PRASHANT R PATEL,U.S.A,"30,87,243.0000",39928.4913,Received in the company
"232
0","GREEN TIGER MOBILITY PRIVATE
LIMITED",MAHARASHTR A,Mumbai,Manufacture of motor vehicles n.e.c.,Saloosh P Shastree,UAE,"30,40,000.0000",39911.8788,"Received in the
company"
"232
1",4SIGHT SOLUTIONS PRIVATE LIMITED,DELHI,Central Delhi,"Computer consultancy and computer facilities
management activities",Nsight INC,U.S.A,"31,02,190.0000",39733.665,"Received in the
company"
"232
2",CUBERATECH INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Manufacture of other communication equipments n.e.c.,CUBERA INTERNATIONAL INC,U.S.A,"30,13,956.0000",39569.9495,Received in the company
"232
3",CURLEYSTREET MEDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Production of motion picture,Universal Construction Supplies FZE,UAE,"30,07,878.0000",39490.152,Received in the company
"232
4",PIVOTCHAIN SOLUTION TECHNOLOGIES PRIVATE LIMITED,MAHARASHTR A,Pune,Other information technology and computer service activities n.e.c,SOV FUND I PTE LTD,Singapore,"30,04,625.0000",39447.4437,Received in the company
"232
5","Qwerty Marketing
Solutions Private Limited",MAHARASHTR A,Mumbai,Advertising,Plan B Innovation Labs LLC,U.S.A,"30,02,381.4500",39417.9883,"Received in
the company"
"232
6",OLENE LIFE SCIENCES PRIVATE LIMITED,TAMIL NADU,Tiruvallur,"Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg
powder, sambar powder etc. (this",GEMINI MATHEW,Singapore,"30,00,617.8200",39394.8338,Received in the company
,,,,,,,,,
,,,,excludes the,,,,,
"232
7",ANS Digital Private Limited,DELHI,South Delhi,Web-page designing,Shobhit Singhal,Singapore,"30,00,000.0000",39386.7225,Received in the company
"232
8",FINANCIAL AGENCY CONSULTANTS INDIA PRIVATE LIMITED,MAHARASHTR A,Thane,Other telecommunications activities,LION II PTE LTD,Singapore,"30,00,000.0000",39386.7225,Received in the company
"232
9",TCBB INDIA PRIVATE LIMITED,TAMIL NADU,Chennai,Manufacture of other communication equipments n.e.c.,BB Electronics A/S,Denmark,"30,00,000.0000",39386.7225,Received in the company
"233
0",Kopertek Metals Private Limited,DELHI,West Delhi,"Manufacture of Copper from ore, and other copper products and alloys",ALTEYA TRADING LLC,UAE,"29,99,990.0000",39386.5912,Received in the company
"233
1","YOU NEED CONTENTS PRIVATE
LIMITED",KARNATAKA,Bengaluru,Video production,"You Need Character Co., Ltd",South Korea,"29,99,990.0000",39386.5912,"Received in the
company"
"233
2",CRISIL Limited,MAHARASHTR A,Mumbai,Activities auxiliary to financial service activities n.e.c.,KATHERINE JOICEY-CECIL,United Kingdom,"30,43,569.0000",39363.6388,Received in the company
"233
3","AYURSUNDRA HOLDINGS (INDIA)
PRIVATE LIMITED",ASSAM,Kamrup,Management consultancy activities,AYURSUNDRA B.V,Netherland,"29,76,750.0000",39081.4754,"Received in the
company"
"233
4",Immersive Gamitronics Studios Pvt Ltd,TELANGANA,K.V.Rangareddy,Other information technology and computer service activities n.e.c,BIG VIKING GAMES INC,Canada,"30,18,878.2500",39044.3039,Received in the company
"233
5",WORKCELL SOLUTIONS PRIVATE LIMITED,MAHARASHTR A,Mumbai,Wholesale of pharmaceutical and medical goods,7Mesh Consulting Inc,Canada,"30,41,536.0000",38956.7926,Received in the company
"233
6",ANURATI EXIM PRIVATE LIMITED,KARNATAKA,Bengaluru,Other non-specialised wholesale trade n.e.c.,Anurati Sarl,Switzerland,"30,38,006.4000",38911.5846,Received in the company
"233
7",PIVOTCHAIN SOLUTION TECHNOLOGIES PRIVATE LIMITED,MAHARASHTR A,Pune,Other information technology and computer service activities n.e.c,SOV Fund I Pte. Ltd.,Singapore,"30,04,625.0000",38859.9612,Received in the company
233,BENEPIK,HARYANA,Gurgaon,Providing software,Eulify LLC,UAE,"30,00,164.0000",38802.2654,Received in
,,,,,,,,,
8,TECHNOLOGY PRIVATE LIMITED,,,"support and
maintenance to the clients",,,,,the company
"233
9",FINANCIAL AGENCY CONSULTANTS INDIA PRIVATE LIMITED,MAHARASHTR A,Thane,Other telecommunications activities,LION II PTE LTD,Singapore,"30,00,000.0000",38800.1443,Received in the company
"234
0",SPENNY FINTECH PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other professional, scientific and technical activities n.e.c.",Spenny Pte. Ltd.,Singapore,"29,99,970.0000",38799.7563,Received in the company
"234
1",TEEVRA EDUTECH PRIVATE LIMITED,MAHARASHTR A,Mumbai,EDUCATIONAL SUPPORT SERVICES,GAURAV YADAV,Indonesia,"29,98,548.0000",38781.3651,"Received in the
company"
"234
2",RINC TECHNOLOGIES PRIVATE LIMITED,TELANGANA,Hyderabad,"Manufacture of consumption meters for electricity, water or
gas, flow meters and counting meters","RAMANUJAN, INC",U.S.A,"30,26,670.0000",38766.385,Received in the company
"234
3",FTC SOLAR INDIA PRIVATE LIMITED,TAMIL NADU,Kanchipuram,Electric power generation using solar energy,FTC SOLAR INC,U.S.A,"30,13,430.0000",38596.8036,Received in the company
"234
4",INTERACTIVE ICESPICE TECHNOLOGIES PRIVATE LIMITED,MAHARASHTR A,Mumbai,Publishing of computer games for all platforms,"NCORE GAMES, INC.",U.S.A,"29,80,830.0000",38552.2114,Received in the company
"234
5",MEGASHOTS INTERNET PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Arpan Seth,U.S.A,"29,31,555.0600",38488.1152,Received in the company
"234
6",FUTURE INDIA KITCHEN PRIVATE LIMITED,DELHI,West Delhi,"Other professional, scientific and technical activities n.e.c.",Northwest Industrial Logistics Pte Ltd,Singapore,"30,00,000.0000",38424.7886,Received in the company
"234
7",TROPPY FOODS INDIA PRIVATE LIMITED,KERALA,Ernakulam,Grinding and processing of spices,Lally Dynasty Holdings Ltd,Canada,"30,00,000.0000",38424.7886,Received in the company
"234
8","WOHR PARKING SYSTEMS PRIVATE
LIMITED",MAHARASHTR A,Pune,"Manufacture of lifts, escalators and moving
walkways",Otto Wohr Gmbh,Germany,"30,00,000.0000",38424.7886,"Received in the
company"
234,INOVALON INDIA,KARNATAKA,Bengaluru,Other information,Inovalon India Holdings I,U.S.A,"29,99,990.0000",38424.6605,Received in
,,,,,,,,,
9,PRIVATE LIMITED,,,"technology and
computer service activities n.e.c",LLC,,,,the company
"235
0",ANBU HEALING ARTS PRIVATE LIMITED,TAMIL NADU,Coimbatore,"Other human health activities n.e.c. (including independent
ambulance activities)",Sudanthi Sudha,U.S.A,"29,70,000.0000",38412.1429,Received in the company
"235
1",Slang Labs Private Limited,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web-
page designing",Naga Venkata Surya Maruthi Lakshman Kakkirala,U.S.A,"29,25,312.2100",38406.1534,Received in the company
"235
2",JWA TECHNOLOGY PRIVATE LIMITED,DELHI,South Delhi,Computer consultancy and computer facilities management activities,Privado INC.,U.S.A,"29,23,267.2400",38379.3052,Received in the company
"235
3",PI DATA CENTERS PRIVATE LIMITED,ANDHRA PRADESH,Guntur,"Other data processing, hosting and related activities n.e.c.",Aparna L Parlapalli,U.S.A,"29,81,125.0000",38183.0326,Received in the company
"235
4",PROTIGENIX LIFE SCIENCES PRIVATE LIMITED,ANDHRA PRADESH,Visakhapatnam,"MANUFACTURE OF MEDICINAL SUBSTANCES USED IN THE MANUFACTURE OF PHARMACEUTICALS: ANTIBIOTICS, ENDOCRINE PRODUCTS, BASIC VITAMINS; OPIUM DERIVATIVES; SULPHA DRUGS; SERUMS AND PLASMAS; SALICYLIC ACID, ITS SALTS AND ESTERS; GLYCOSIDES
AND VEGETABLE ALKALOIDS;",BHASKARA REDDY MADHIRA,U.S.A,"29,42,550.0000",38057.1216,Received in the company
"235
5",PROTIGENIX LIFE SCIENCES PRIVATE LIMITED,ANDHRA PRADESH,Visakhapatnam,"MANUFACTURE OF MEDICINAL SUBSTANCES USED IN
THE MANUFACTURE OF",ASHOK AKULA,U.S.A,"29,30,650.0000",37903.2143,Received in the company
,,,,,,,,,
,,,,"PHARMACEUTICALS: ANTIBIOTICS, ENDOCRINE PRODUCTS, BASIC VITAMINS; OPIUM DERIVATIVES; SULPHA DRUGS; SERUMS AND PLASMAS; SALICYLIC ACID, ITS SALTS AND ESTERS; GLYCOSIDES
AND VEGETABLE ALKALOIDS;",,,,,
"235
6",LOGICSERVE DIGITAL PRIVATE LIMITED,MAHARASHTR A,Thane,"Other information technology and computer service
activities n.e.c",Logicserve LDA,Portugal,"28,80,000.0000",37811.2536,Received in the company
"235
7",EKANK TECHNOLOGIES PRIVATE LIMITED,DELHI,South West Delhi,"Operation of other websites that act as portals to the Internet, such as media sites
providing periodically updated content",Netgraph Investment in Enterprises LLC,UAE,"29,34,900.0000",37590.9707,Received in the company
"235
8",Persistent Systems Limited,MAHARASHTR A,Pune,Computer consultancy and computer facilities management activities,Nitha Narayan Puthran,U.S.A,"28,97,000.0000",37468.006,Received in the company
"235
9",WORKCELL SOLUTIONS PRIVATE LIMITED,MAHARASHTR A,Mumbai,Wholesale of pharmaceutical and medical goods,Vikas Varadaraj Shenoy,Singapore,"28,51,440.0000",37436.292,Received in the company
"236
0",LOGICSERVE DIGITAL PRIVATE LIMITED,MAHARASHTR A,Thane,Other information technology and computer service activities n.e.c,Logicserve LDA,Portugal,"28,80,000.0000",37248.1386,Received in the company
"236
1","WORKCELL SOLUTIONS PRIVATE
LIMITED",MAHARASHTR A,Mumbai,"Wholesale of pharmaceutical and
medical goods",Vikas Varadaraj Shenoy,Singapore,"28,51,440.0000",36878.7612,"Received in the
company"
"236
2",FINONE TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",SHAILAJA PRABHOD SHETTY,Singapore,"28,07,975.6100",36865.652,Received in the company
,,,,,,,,,
"236
3",JEEVAN AADHAR TRANSFORMATIVE AFTERCARE SERVICES PRIVATE LIMITED,MAHARASHTR A,Mumbai,Other residential care activities n.e.c.,Roberta Teran,U.S.A,"28,70,000.0000",36759.7144,Received in the company
"236
4",Inside The Pocket India Private Limited,DELHI,South West Delhi,"Other information technology and computer service
activities n.e.c",INSIDE THE POCKET LIMITED,United Kingdom,"28,35,000.0000",36666.1364,Received in the company
"236
5",DORFNER-20 MICRONS PRIVATE LIMITED,GUJARAT,Vadodara,"Manufacture of other non-metallic mineral products n.e.c. (includes asbestos yarn and fabric, and articles of asbestos yarn and fabric such as clothing, headgear, footwear, cord, string, paper o felt;",Dorfner Holding GMBH and CO. KG,Germany,"27,50,000.0000",36104.4956,Received in the company
"236
6",AM Meshworld Private Limited,HARYANA,Gurgaon,Security systems service activities,Kavitha Sivadoss,Singapore,"27,83,226.0000",35996.5235,Received in the company
"236
7",MORPHEUS LIFE SCIENCES PRIVATE LIMITED,MAHARASHTR A,Mumbai,Other human health activities n.e.c. (including independent ambulance activities),IVF International Der Deutschen Klinik Fuer fortpflanzungsmedizin GMBH,Germany,"27,80,848.0000",35965.7679,Received in the company
"236
8",INDOSPACE LUHARI 3A PRIVATE LIMITED,HARYANA,Jhajjar,"Construction of buildings carried out on own-account basis or
on a fee or contract basis",ILP III Ventures XVIII Pte. Ltd,Singapore,"28,00,000.0000",35863.136,Greenfield
"236
9",Fractal Analytics Private Limited,MAHARASHTR A,Mumbai,Data processing activities including report writing,Arpan Dasgupta,U.S.A,"27,98,100.0000",35838.8003,Received in the company
"237
0",FRAKTL INTELLIGENCE PRIVATE LIMITED,KARNATAKA,Bengaluru,"Construction of buildings carried out on own-account basis or on a fee or contract
basis",Ramamurthy Sriram Puthucode,U.S.A,"27,84,400.0000",35663.3271,Received in the company
,,,,,,,,,
"237
1",Jagbros consultants private limited,DELHI,North Delhi,"Activities of
employment placement agencies",CENTRO NETEC SA DE CV,Mexico,"27,57,260.0000",35660.6953,"Received in
the company"
"237
2",GENLEAP ECOSYSTEM PRIVATE LIMITED,DELHI,South Delhi,EDUCATIONAL SUPPORT SERVICES,2811747 Ontario Inc.,Canada,"26,99,970.0000",35447.6564,Received in the company
"237
3",INNACCEL TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,Manufacture of other medical and dental instruments n.e.c.,RAJIV S DAVE,U.S.A,"26,97,500.0000",35415.228,Received in the company
"237
4",AGODA INFORMATION TECHNOLOGY SERVICES INDIA PRIVATE LIMITED,HARYANA,Gurgaon,Other information technology and computer service activities n.e.c,AGODA SERVICES COMPANY LIMITED,Thailand,"26,85,000.0000",35251.1166,Received in the company
"237
5",GENLEAP ECOSYSTEM PRIVATE LIMITED,DELHI,South Delhi,EDUCATIONAL SUPPORT SERVICES,2811747 Ontario Inc,Canada,"26,99,970.0000",34919.7419,Received in the company
"237
6",INFINITISOLUTIONS INDIA PRIVATE LIMITED,GUJARAT,Ahmedabad,Manufacture of computers and peripheral equipment n.e.c.,INFINITI SOLUTIONS USA. INC.,U.S.A,"26,58,250.0000",34899.9183,Received in the company
"237
7",GREEN TIGER MOBILITY PRIVATE LIMITED,MAHARASHTR A,Mumbai,Manufacture of motor vehicles n.e.c.,Philip John Grant,United Kingdom,"26,52,400.0000",34823.1142,Received in the company
"237
8",Savera Training Centre Association,MAHARASHTR A,Mumbai,"Weaving, manufacture of cotton and cotton mixture fabrics.","ARUNA PROJECTS , USA",U.S.A,"26,50,860.0000",34802.8957,Received in the company
"237
9",Savera Training Centre Association,MAHARASHTR A,Mumbai,"Weaving, manufacture of cotton and cotton mixture fabrics.",ARUNA PROJECT,U.S.A,"27,16,120.0000",34788.7789,Received in the company
"238
0",HAHNE AUFZUGSTECHNIK PRIVATE LIMITED,MAHARASHTR A,Thane,"Manufacture of other lifting and handling
equipment and parts thereof",Olaf Hahne,Germany,"26,40,000.0000",34660.3158,Received in the company
,,,,,,,,,
"238
1",BENESSE INDIA PRIVATE LIMITED,DELHI,SOUTH WEST DELHI,"Higher education in science, commerce, humanity and fine arts leading to a university degree or equivalent",BENESSE CORPORATION,Japan,"27,00,000.0000",34582.3097,Received in the company
"238
2","Clicbrics Technologies Private
Limited",DELHI,South West Delhi,Management consultancy activities,Redbrics Inc,Mauritius,"26,72,250.0000",34561.2286,"Received in the
company"
"238
3",Credright Private Limited,KARNATAKA,Bengaluru,Management consultancy activities,ACCION Africa-Asia Investment Company,Mauritius,"26,24,832.0000",34461.1765,"Received in the
company"
"238
4",VIDYAKUL LEARNING SPACE PRIVATE LIMITED,HARYANA,Gurgaon,OTHER EDUCATIONAL SERVICES N.E.C.,SOSV IV LLC,U.S.A,"26,22,840.0000",34435.0237,Received in the company
"238
5",HINIROG HEALTHTECH PRIVATE LIMITED,DELHI,South Delhi,"Manufacture of ayurvedic or unani pharmaceutical
preparation",Nirog Street Pte. Ltd.,Singapore,"26,61,100.0000",34417.0214,Received in the company
"238
6",ELEPHANT ENERGY PRIVATE LIMITED,DELHI,Central Delhi,Treatment and disposal of non-hazardous waste,JAMES NEWMAN,Australia,"26,75,580.0000",34269.532,Received in the company
"238
7",Staywell Hospitality Management Private Limited,HARYANA,Gurgaon,Management consultancy activities,STAYWELL HOSPITALITY MANAGEMENT PTE LTD,Singapore,"26,74,080.0000",34250.3196,Received in the company
"238
8",Karveer Meditech Private Limited,MAHARASHTR A,Kolhapur,Manufacture of allopathic pharmaceutical preparations,Allexcel Inc.,U.S.A,"26,46,700.0000",34230.7807,Greenfield
