"Table No. 19 (c)
STATEMENT ON REMITTANCE-WISE DETAILS OF FDI EQUITY INFLOW UNDER RBI’s AUTOMATIC ROUTE
RECEIVED DURING OCTOBER 2021 TO DECEMBER 2021",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
1664,RILIEVI INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Manufacture of all types
of textile garments and clothing accessories",Rilievi Group SRL,Italy,"30,05,120.0000",39870.2445,Received in the company
1665,BRAINLY INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,EDUCATIONAL SUPPORT SERVICES,BRAINLY SP. Z O.O.,Poland,"29,70,000.0000",39867.6448,Received in the Company
1666,AKNA MEDICAL PRIVATE LIMITED,HARYANA,Gurgaon,Wholesale of pharmaceutical and medical goods,VIKRAM KUMARASWAMY,United Kingdom,"29,49,523.9200",39592.7852,Received in the Company
1667,SMALLCASE TECHNOLOGIES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Other information technology and computer service
activities n.e.c",Amazon.com NV Investment Holdings LLC,U.S.A,"29,35,800.0000",39408.5628,Received in the Company
1668,TESTMESURES SPHEREA SOLUTIONS PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information service activities n.e.c.,TEST MESURES GROUPE,France,"29,61,756.0000",39294.9153,Received in the company
1669,Add-X Biotech Private Limited,GUJARAT,Gandhi Nagar,Manufacture of other fertilizers n.e.c.,Abraham George,Australia,"29,58,490.6000",39251.5918,Received in the company
1670,ETERNAL HEART CARE CENTRE AND RESEARCH INSTITUTE PVT. LTD.,RAJASTHAN,JAIPUR,Hospital activities,SAMIN KUMAR SHARMA AND MANJU SHARMA,U.S.A,"29,40,000.0000",39244.3199,Brownfield
1671,KEDMAN SKILLING PVT LTD,DELHI,North West Delhi,Other educational services n.e.c.,KUNSKAPSSKOLAN EDUCATION SWEDEN AB,Sweden,"29,40,000.0000",39006.2689,Received in the company
1672,NEWFANG NETWORKS PRIVATE LIMITED,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web- page designing",Commit Enterprise Solution Holdings Pte Ltd,Singapore,"29,20,000.0000",38977.3518,Received in the company
1673,REGROW BIOSCIENCES,MAHARASHTRA,Mumbai,Other human health,ASCUS International (S) Pte.,Singapore,"29,18,538.0000",38957.8364,Received in
,PRIVATE LIMITED,,,activities n.e.c. (including independent ambulance activities),Ltd.,,,,the company
1674,PSK Research Foundation,ANDHRA PRADESH,Guntur,"Other professional, scientific and technical activities n.e.c.",Venkat S Prabhala,U.S.A,"29,13,850.0000",38895.259,Greenfield
1675,XEOM CONSUMER PRIVATE LIMITED,HARYANA,Gurgaon,Wholesale of cereals and pulses,XQ Consumer Asia Pte. Ltd.,Singapore,"29,30,010.3600",38873.7319,Received in the company
1676,DHARMIC VIBES PRIVATE LIMITED,KARNATAKA,Bengaluru,"Retail sale of meat, meat products, poultry products, fish, other
seafood and products thereof",VASUDEVA BOOSUPALLI,U.S.A,"28,93,466.2400",38840.2977,Received in the Company
1677,OUTSIZED INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,Management consultancy activities,OUTSIZED LIMITED,United Kingdom,"29,19,142.2000",38729.5393,Received in the company
1678,JWA TECHNOLOGY PRIVATE LIMITED,DELHI,South Delhi,Computer consultancy and computer facilities management activities,"PRIVADO, INC.",U.S.A,"28,67,828.6800",38496.1532,Received in the Company
1679,Astrome Technologies Private Limited,KARNATAKA,Bengaluru,Manufacture of other communication equipments n.e.c.,Gopal Menon,U.S.A,"28,92,500.0000",38376.0655,Received in the company
1680,ISAN CORPORATION INDIA PRIVATE LIMITED,DELHI,South Delhi,"Architectural and engineering activities and related technical
consultancy",Isan Corporation,South Korea,"28,64,000.0000",38229.8409,Received in the company
1681,TSC AUTO ID TECHNOLOGY INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other non-specialised wholesale trade n.e.c.,LEE CHENG CHUNG,Taiwan,"28,40,000.0000",37909.4791,Received in the company
1682,Solarsquare Energy Private Limited,MAHARASHTRA,Mumbai,"Electric power generation using solar
energy","SO FUND I, A SERIES OF BETTER CAPITAL, LP",U.S.A,"27,73,650.0000",37231.9505,Received in the Company
1683,SIX ELITE HI-TECH PACKAGING PRIVATE LIMITED,UTTAR PRADESH,Gautam Buddha Nagar,"Manufacture of wooden boxes, barrels, vats, tubs, packing cases etc.",H K LIdebao Packaging Technology Ltd,China,"27,60,300.0000",37052.7474,Received in the Company
1684,PLAY GAMES24X7 PRIVATE LIMITED,MAHARASHTRA,Mumbai,Other amusement and recreation activities n.e.c.,Alex Roetter,U.S.A,"27,37,500.0300",36746.6932,Received in the Company
1685,ELEPHANT ENERGY PRIVATE LIMITED,DELHI,Central Delhi,Treatment and disposal of non-hazardous waste,James Newman,Australia,"27,25,770.0000",36163.9855,Received in the company
1686,"AEI NEW ENERGY TRADING PRIVATE
LIMITED",DELHI,South Delhi,"Electric power generation using other
non conventional",AMAZON ENERGY LLC,U.S.A,"26,70,000.0000",35840.61,Received in the Company
,,,,sources,,,,,
1687,AEGIS INFO BUSINESS SOLUTION PRIVATE LIMITED,TAMIL NADU,Chennai,Other information technology and computer service activities n.e.c,AEGIS COMPANY,U.S.A,"26,25,000.0000",35236.5547,Received in the Company
1688,Biziverse Private limited,GUJARAT,Gandhi Nagar,Wholesale of computers and computer peripheral equipment,Amit Payan,U.S.A,"26,39,700.0000",35235.793,Received in the company
1689,Latent View Analytics Limited,TAMIL NADU,Chennai,"Other data processing, hosting and related activities n.e.c.",KRISHNAN VENKATA,U.S.A,"26,40,000.0000",35026.0373,Received in the company
1690,ASPIRA DIGITAL INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,Wholesale of software,NCSI Holdings Pte Ltd,Singapore,"26,15,900.0000",34918.1008,Received in the company
1691,Sai Life Sciences Limited,TELANGANA,K.V.Rangareddy,"Manufacture of pharmaceuticals,
medicinal chemical and botanical products",Dirk Walter Sartor,Switzerland,"26,00,000.0000",34900.9685,Received in the Company
1692,VVP HEALTHCARE EVOLUTION PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and computer service
activities n.e.c",JAVAID SHEIKH,Qatar,"26,27,000.0000",34853.5606,Received in the company
1693,Fitshit Health Soultions Private Limited,MAHARASHTRA,Thane,Manufacture of other bakery products n.e.c.,ANKUSH GERA,U.S.A,"26,00,136.9700",34497.1571,Received in the company
1694,GREECEANIA MYKONOS FARMERS CREAMARY PRIVATE LIMITED,MAHARASHTRA,Pune,Manufacture of other dairy products n.e.c.,Pan Kousathanas Axteoae,Greece,"25,78,080.0000",34413.264,Received in the company
1695,PAYTEL FINANCIAL TECHNOLOGIES PRIVATE LIMITED,DELHI,South Delhi,"Other information technology and computer service
activities n.e.c",Paytel Financial Technologies Inc,U.S.A,"25,70,000.0000",34305.4089,Received in the company
1696,"MACO PHARMA INDIA TRANSFUSION SOLUTIONS PRIVATE
LIMITED",DELHI,West Delhi,"Wholesale of scientific, medical and surgical machinery and
equipment",MACO PHARMA SAS,France,"25,71,430.0000",34116.2891,Received in the company
1697,EPAISA SERVICES PRIVATE LIMITED,DELHI,South West Delhi,"Other information technology and
computer service activities n.e.c",Supernova Incubate Pte Limited,Singapore,"25,68,850.0000",34082.0591,Received in the company
1698,SPPIN INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and computer service
activities n.e.c",SPPIN I PRIVATE LIMITED,Singapore,"25,50,000.0000",34038.4407,Received in the company
1699,CHANGE4GOOD TECHNOLOGIES PRIVATE LIMITED,HARYANA,Gurgaon,"Other information technology and computer service
activities n.e.c",EHAB OSMAN KHALIL OSMAN,UAE,"25,33,076.0000",34002.6176,Received in the Company
1700,"SELFIN INDIA FINANCIAL SERVICES
PRIVATE LIMITED",DELHI,West Delhi,"Activities auxiliary to financial service activities
n.e.c.",MARTIN BORUVKA,Switzerland,"25,46,372.5400",33990.0199,Received in the company
1701,HABCO PLANT PRIVATE LIMITED,Gujarat,Sabarkantha,"Mining of laterite, diatomite and silicious fossil meals (e.g. diatomite); and other natural fluxes;natural asphalt or bitumen and
other mining n.e.c.",Adrian Craciun,Romania,"25,29,000.0000",33758.1242,Greenfield
1702,"YELLOWANT TECHNOLOGIES
PRIVATE LIMITED",MAHARASHTRA,Mumbai,Software installation,"Kwaish Ventures, LP A2",U.S.A,"25,41,300.0000",33716.5412,Received in the company
1703,Myadvo Techserve Private Limited,DELHI,North West Delhi,"Other information technology and computer service
activities n.e.c",RAMANDEEP CHOUDHARY,U.S.A,"25,19,398.7500",33629.9628,Received in the company
1704,BOSS STAFFING SOLUTIONS (INDIA) PRIVATE LIMITED,TELANGANA,K.V.Rangareddy,Human resources provision and management of human resources functions,BUSINESS OUTSOURCING AND STAFFING SOLUTIONS LLC,U.S.A,"25,04,100.0000",33613.6597,Received in the Company
1705,GENLEAP ECOSYSTEM PRIVATE LIMITED,DELHI,South Delhi,EDUCATIONAL SUPPORT SERVICES,Restech Global Solutions Inc,Canada,"25,00,033.7600",33559.0767,Received in the Company
1706,PN IVF Access Trading Private Limited,KARNATAKA,Bengaluru,Wholesale of pharmaceutical and medical goods,PN IVF ACCESS PTE. LTD,Singapore,"25,00,000.0000",33558.6236,Received in the Company
1707,COMBINED POWER PRIVATE LIMITED,KARNATAKA,Bengaluru,"Electric power generation by
hydroelectric power plants",TRINITY COMPANY (LON) LIMITED,United Kingdom,"24,99,750.0000",33555.2677,Received in the Company
1708,Geosminfarms Private Limited,KARNATAKA,Bengaluru,"Agricultural activities on a fee or contract basis (preparation of fields, establishing a crop, treatment of crops, crop spraying, trimming of fruit trees and vines, transplanting of rice, thinning of beets,
harvesting, pest control",ANI GOPALAKRISHNAN,U.S.A,"25,29,000.0000",33553.3517,Received in the company
,,,,in connection with agr,,,,,
1709,VIROHAN PRIVATE LIMITED,HARYANA,Faridabad,Technical and vocational education below the level of higher education except for handicapped,Dinesh Shambulingappa Budapanahalli,U.S.A,"24,97,492.0000",33524.9575,Received in the Company
1710,Geosminfarms Private Limited,KARNATAKA,Bengaluru,"Agricultural activities on a fee or contract basis (preparation of fields, establishing a crop, treatment of crops, crop spraying, trimming of fruit trees and vines, transplanting of rice, thinning of beets, harvesting, pest control
in connection with agr",AJITH K MANHACHERY,U.S.A,"25,24,000.0000",33487.0145,Received in the company
1711,GENLEAP ECOSYSTEM PRIVATE LIMITED,DELHI,South Delhi,EDUCATIONAL SUPPORT SERVICES,Manish Dhawan,Singapore,"24,89,787.7200",33421.5395,Received in the Company
1712,COVERSELF BENEFITS INDIA PRIVATE LIMITED,KARNATAKA,Bengaluru,"Writing, modifying, testing of computer program to meet the needs of a particular client excluding web- page designing",Sadiq Ahamed Shaik,Singapore,"25,00,460.0000",33377.1606,Received in the company
1713,PRAYAAN CAPITAL PRIVATE LIMITED,TAMIL NADU,Kanchipuram,Other credit granting,SIBIN MOHAN,U.S.A,"25,00,272.0000",33374.6511,Received in the company
1714,Fluorocover Insulation Material Private Limited,GUJARAT,VADODARA,"Manufacture of other non-metallic mineral products n.e.c. (includes asbestos yarn and fabric, and articles of asbestos yarn and fabric such as clothing, headgear, footwear, cord, string, paper o felt;",TEXTILES COATED INCORPORATED,U.S.A,"25,00,000.0000",33371.0203,GREENFIELD
1715,Give Vinduet Windows and Doors Private Limited,KERALA,Ernakulam,"Manufacture of structural wooden goods [intended to be used primarily in the construction industry such as beams, rafters, roof struts, glue- laminated and metal connected, prefabricated
wooden roof tr",Redribbon Modulex Buildings Limited,Mauritius,"25,00,000.0000",33371.0203,Brownfield
1716,ULFCAR CHEMICALS PRIVATE LIMITED,DELHI,South Delhi,"MANUFACTURE OF ORGANIC AND INORGANIC CHEMICAL
COMPOUNDS N.E.C.",NIELS VANGSTED,Denmark,"25,00,000.0000",33371.0203,Received in the company
1717,DOT PROFESSIONALS PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Accounting, bookkeeping and auditing activities",The Dot Professionals Limited,United Kingdom,"24,99,990.0000",33370.8869,Received in the company
1718,YAYSKOOL PRIVATE LIMITED,UTTAR PRADESH,Lucknow,"Other information technology and computer service
activities n.e.c",Rakesh Kumar,Singapore,"24,99,200.0000",33360.3416,Received in the company
1719,AYATI DEVICES PRIVATE LIMITED,MAHARASHTRA,Mumbai,Manufacture of other medical and dental instruments n.e.c.,Nikhil Mendhi,U.S.A,"25,13,700.0000",33350.3599,Received in the company
1720,"DARA MOTION
PICTURES PRIVATE LIMITED",DELHI,Central Delhi,Production of motion picture,DARA FILM LLC,U.S.A,"24,93,400.0000",33282.9208,Received in the company
1721,KRITSNAM TECHNOLOGIES PRIVATE LIMITED,JHARKHAND,Ranchi,"Manufacture of consumption meters for electricity, water or gas, flow meters and
counting meters",Vivek Kashinath Gore,U.S.A,"25,04,739.5000",33231.477,Received in the company
1722,PROFITWHEEL DATA TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c",Sameer Vijaykumar Mehra,UAE,"25,00,190.0000",33171.1168,Received in the company
1723,PROFITWHEEL DATA TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and
computer service activities n.e.c",ALEXANDER DAO,U.S.A,"25,00,190.0000",33171.1168,Received in the company
1724,PROFITWHEEL DATA TECHNOLOGIES PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and computer service
activities n.e.c",Prashant Kumar Gulati,UAE,"25,00,190.0000",33171.1168,Received in the company
1725,GENLEAP ECOSYSTEM PRIVATE LIMITED,DELHI,South Delhi,EDUCATIONAL SUPPORT SERVICES,VISHAL NANDA,U.S.A,"25,00,033.7600",33169.0439,Received in the company
1726,GENLEAP ECOSYSTEM PRIVATE LIMITED,DELHI,South Delhi,EDUCATIONAL SUPPORT SERVICES,Vishal Nanda,U.S.A,"25,00,033.7600",33169.0439,Received in the company
1727,GENLEAP ECOSYSTEM PRIVATE LIMITED,DELHI,South Delhi,EDUCATIONAL SUPPORT SERVICES,Deepak Kaul,Singapore,"25,00,033.7600",33169.0439,Received in the company
1728,"ASIAN INSTITUTE OF SPINE ENDOSCOPY
PRIVATE LIMITED",TELANGANA,Hyderabad,Hospital activities,Chennagiri Himabindu,Singapore,"25,00,000.0000",33168.596,Received in the company
1729,ASIAN INSTITUTE OF SPINE ENDOSCOPY PRIVATE LIMITED,TELANGANA,Hyderabad,Hospital activities,Nama Sreepadha,Singapore,"25,00,000.0000",33168.596,Received in the company
1730,ASIAN INSTITUTE OF SPINE ENDOSCOPY PRIVATE LIMITED,TELANGANA,Hyderabad,Hospital activities,Soma Ravi Kumar,Singapore,"25,00,000.0000",33168.596,Received in the company
1731,ASIAN INSTITUTE OF SPINE ENDOSCOPY PRIVATE LIMITED,TELANGANA,Hyderabad,Hospital activities,Volam Venkatramana,Singapore,"25,00,000.0000",33168.596,Received in the company
1732,INCASA INTERACTIVE PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and computer service
activities n.e.c",SAMEER KAMBLE,U.S.A,"25,00,000.0000",33168.596,Received in the company
1733,"NECTAR LOYALTY
MANAGEMENT INDIA LIMITED",MAHARASHTRA,Mumbai,Other business support service activities n.e.c,Aimia Proprietary Loyalty Singapore PTE Ltd,Singapore,"25,00,000.0000",33168.596,Received in the company
1734,Holistic Living Wellness Services Private Limited,MAHARASHTRA,Mumbai,Retail sale via e- commerce,Prashant Jain,Gibraltar,"24,99,999.6000",33168.5907,Received in the company
1735,TIKET INTERNATIONAL NETWORK PRIVATE LIMITED,DELHI,Central Delhi,"Providing software support and maintenance to the
clients",GLOBAL TIKET NETWORK PT,Indonesia,"24,99,990.0000",33168.4633,Received in the company
1736,Medoplus Services Private Limited,UTTAR PRADESH,Gautam Buddha Nagar,Retail sale via e- commerce,Jugal K Sharma,U.S.A,"24,99,318.8400",33159.5587,Received in the company
1737,ABEYAANTRIX TECHNOLOGY PRIVATE LIMITED,DELHI,South West Delhi,"Other information technology and computer service
activities n.e.c",Foundamental GMBH and Co.KG,Germany,"24,97,480.0000",33135.162,Received in the company
1738,"SIX ELITE HI-TECH PACKAGING PRIVATE
LIMITED",UTTAR PRADESH,Gautam Buddha Nagar,"Manufacture of wooden boxes, barrels, vats, tubs,
packing cases etc.",H K LIdebao Packaging Technology Ltd,China,"24,81,590.0000",33125.2761,Received in the company
1739,DSPWORKS AUTOMATION AND WIRELESS NETWORK SOLUTIONS PRIVATE LIMITED,MAHARASHTRA,Mumbai,Activities of other wireless telecommunications activities,SHANU PANT,U.S.A,"24,79,947.0300",33103.3451,Received in the company
1740,SARVAM FINTECH PRIVATE LIMITED,KARNATAKA,Bengaluru,Other information technology and computer service activities n.e.c,Gradient Capital Solutions INC,Canada,"24,66,450.0000",32923.1812,Received in the company
1741,Bizessence (India) Private Limited,KERALA,Ernakulam,Management consultancy activities,Bizessence PTY LTD,Australia,"24,50,000.0000",32887.4511,Received in the Company
1742,SPPIN INDIA PRIVATE LIMITED,MAHARASHTRA,Mumbai,"Other information technology and computer service
activities n.e.c",SPPIN II PRIVATE LIMITED,Singapore,"24,50,000.0000",32703.5999,Received in the company
1743,ITDESIGN MEISTERPLAN INDIA PRIVATE LIMITED,DELHI,Central Delhi,"Providing software support and maintenance to the
clients",itdesign GmbH,Germany,"24,64,700.0000",32700.2554,Received in the company
1744,Savera Training Centre Association,MAHARASHTRA,Mumbai,"Weaving, manufacture of
cotton and cotton mixture fabrics.",ARUNA PROJECT,U.S.A,"24,47,390.0000",32668.7606,Received in the company
1745,EZIMART CASH AND CARRY PRIVATE LIMITED,KARNATAKA,Tumakuru,Other non-specialised wholesale trade n.e.c.,Venkat Nallapati,U.S.A,"24,25,000.0000",32369.8897,Received in the company
1746,LIFESCANNERS HEALTHCARE PRIVATE LIMITED,MAHARASHTRA,Pune,Manufacture of other medical and dental instruments n.e.c.,BRANKO PALCIC CONSULTING LTD,Canada,"24,10,155.0000",32352.5937,Received in the Company
1747,TESK VIKAS (INDIA) PRIVATE LIMITED,Gujarat,Panchmahal,"Manufacture of filtering and purifying machinery or apparatus for liquids
and gases","Total Emission Solution Korea Co., Ltd.",South Korea,"24,00,000.0000",32216.2786,Brownfield
1748,GAMUT ANALYTICS PRIVATE LIMITED,MAHARASHTRA,Pune,"Other information technology and
computer service activities n.e.c",Jonathan Paul Kenny,South Africa,"23,80,000.0000",31576.5034,Received in the company
1749,SAWS DRILLTECH PRIVATE LIMITED,TELANGANA,Medak,"Manufacture of machinery for working soft rubber or plastics or for the manufacture of products of these
materials",SAVITA HOLDINGS PTY LTD,Australia,"23,40,250.0000",31238.6121,Received in the company
